HeapSort|387597,90
CountSort|0,00
BucketSort|0,00
BucketSort|9999,00
InsertionSort|9999,00
MergeSort|19999,00
QuickSort|155910,38
BubbleSort|50005000,00
SelectionSort|50005000,00
